First Name,Last Name,Gender,Imprint,Trade,Additional Print Agent (STC),Title Page Author,Author First Name,Author Last Name,Additional Authors,Title,Alternate Titles,Genre,Year,Total Paratexts,Paratext Title,Paratext Type,Dedicatee,Assumed Dedicatee Gender,Illustration,STC No,Additional Paratexts,Notes,Copy From,Source
William,Owen,Male,"Imprinted at London: by John Day, for William Awen, dwellyng in Pater noster rowe, at the sygne of the Cocke",Bookseller,John Day,,Henry,Howard,Virgil,"The fourth boke of Virgill, intreating of the loue betweene Aeneas and Dido, translated into English, and drawne into a strauge metre by Henrye late Earle of Surrey, worthy to be embraced.",Aeneis. Book 4.,Poetry,1554,1,"To the most puissant prince Thomas Duke of Norfolke, Wyllyam Awen hys most humble Orator wysheth perpetual health and felicitie (Wyllyam Owen)",Dedication,"Thomas Howard, IV Duke of Norfolk",,No,24810a.5,,,Carl H. Pforzheimer Library,EEBO
Robert,Caly,Male,"Excusum Londini: In aedibus Roberti Caly, Typographa",Printer,,,Thomas,Watson,,"Holsome and catholyke doctryne concerninge the seuen sacraments of Chrystes church, expedient to be knowen of all men, set forth in manner of shorte sermons to bee made to the people, by the reuerend father in God Thomas byshop of Lincolne",,Devotional | Sermons,1558,2,The contents of the booke | Robert Calye prynter to the Christen reader,Table of Contents | To the Reader,,,No,25114,,,British Library,EEBO
John,Day,Male,"Imprinted at London: By John Daie, dwelling over Aldersgate, beneath Saint Martines. Cum privilegio ad imprimendum solum",Printer,,,Konrad,Gesner,Peter Morwen,"The treasure of Euonymus conteyninge the wonderfull hid secretes of nature, touchinge the most apte formes to prepare and destyl medicines, for the conseruation of helth: as quintesse[n]ce, aurum potabile, hippocras, aromatical wynes, balmes, oyles perfumes, garnishyng waters, and other manifold excellent confections. Wherunto are ioyned the formes of sondry apt fornaces, and vessels, required in this art. Translated (with great diligence, et laboure) out of Latin, by Peter Morwying felow of Magdaline Colleadge in Oxford.",,Medicine,1559,4,John Daye to the Christian Reader (+iir) | The authors alleged in this boke (Bir) | A table of the chapters conteined in this booke (Biir),To the Reader | Table of Contents | Index,,,Yes,11800,The preface of the author to the Reader (A1r),,The Huntington Library,EEBO
John,Kingston,Male,"Imprinted at London: by Jhon Kyngston, 1559 Mense Aprilis",Printer,,,Robert,Fabyan,,"The chronicle of Fabian, whiche he nameth the concordaunce of histories, newly perused. And continued from the beginnyng of Kyng Henry the Seventh to thende [sic] of Queene Mary",The Chrnicle of Fabian,History,1559,2,The printer to the reader | The table for the firste parte | The table for the second parte | The table for the thyrde parte | The table for the iiii part | The table of the fifte parte | The table of the sixte parte,To the Reader | Table of Contents,,,No,10663,,Tables of content span first 24 pages (n.p.) | Several errors in pagination.,British Library,EEBO
Thomas,Berthelet,Male,Imprinted at London in Fletestreete by Tho. Powell,Printer,,,Plutarch,Desiderius Erasmus; Cebes of Thebes,,The table of Cebes the philosopher. How one maye take profite of his ennemies / translated oute of Plutarche. A treatyse perswading a man paciently to suffer the death of his freende,The table of Cebes the philosopher,Dialogues | Prose,1560,1,The Printer to the Reader,To the Reader,,,No,4891,,"See also Harvard University Library copy, STC 4891.3",British Library,EEBO
John,Day,Male,"Newly imprinted at London: By Iohn Day, dwelling over Aldersgate",Printer,,,Roger,Hutchinson,,"A faithful declaration of Christes holy supper compreheded in thre sermos, preached at Eaton Colledge, by Roger Hutchinson. 1552. Whose contentes are in the other syde of the lefe.",,Religion | Sermons,1560,1,The printer to the reader,To the Reader,,,No,14018,,See STC 2853 for previous edition,The Huntington Library,EEBO
Thomas,Hacket,Male,"Imprynted at London: By Thomas Hackette, and are to be sold at hys shop in Cannynge strete, over agaynste the thre Cranes",Bookseller,J. Tisdale,,T.H.,Thomas Howell,,"The fable of Ouid treting of Narcissus, tra[n]slated out of Latin into Englysh mytre, with a moral there vnto, very pleasante to rede. M.D.LX.",,Verse,1560,2,The prenter to the booke,Epistle,,,No,18970,The argument of the fable,,The Huntington Library,EEBO
Richard,Tottel,Male,London: In ædibus Richardi Tottelli,Printer,,,Anonymous,,,"Magna Charta cum statutis quæ antiqua vocantur, iam recens excusa, & summa fide emendata, juxta vetnsta [sic] exemplaria ad parliamenti rotulos examinata: quibns [sic] accesserunt uonnulla [sic] nunc primum typis edita: apud Richardum Tottelum. 12 Inn [sic]. 1556. Cum privilegio ad imprimendum solum.",Magna Carta,Politics | Law,1560,2,To the gentlemen studious of the lawes of England (R. T.) | A table of the statutes contained in the firste part of this booke | A table to finde out the things most notable in the first part of this boke |,To the Reader | Table of Contents,,,No,9278,,,The Huntington Library,EEBO
Richard,Harrison,Male,"Imprinted at London: By Reinolde Wolfe & Richarde Harison, Anno. 1561 Cum privilegio ad imprimendum solum.",Printer,Reinolde (Reyner) Wolf,,Thomas,Norton,Jean Calvin,"The institution of Christian religion, wrytten in Latine by maister Ihon Caluin, and translated into Englysh according to the authors last edition. Seen and allowed according to the order appointed in the Quenes majesties iniunctions",Institutio Christianae Religionis,Religion | Theology,1561,5,The Printers to the Reders | What Chapiters are conteined in the bookes of this Institution | A Table of the chefe matters conteined in this Booke,To the Reader | Table of Contents | Index,,,No,4415,"John Calvin to the Reader | To the most mightie and noble Prince, Francisce the most Christian kynge the French kyng his soveraigne Loder, John Calvine wisheth peace and salvation in Christ","""Wolfe app[arently]. pr[inted]. the prelims. and sheets w. foliation in the margins; Harrison those w. foliation above the text""--STC.",The Huntington Library,EEBO
Rowland,Hall,Male,"Printed at London: By Rouland Hall, dwelling in Golding lane at the signe of the thre arrowes",Printer,,,Jean,Calvin,Robert Horne,"Foure godlye sermons agaynst the pollution of idolatries comforting men in persecutions, and teachyng them what commodities thei shal find in Christes church, which were preached in French by the moste famous clarke Ihon Caluyne, and translated fyrst into Latine and afterward into Englishe by diuers godly learned men.",Sermons,Devotional | Sermons,1561,1,Rouland Hall to the Reader,To the Reader,,,No,4438,,,The Huntington Library,EEBO
Richard,Jugge,Male,"Imprinted at London: In Poules Church yarde by Rychard Jugge, Printer to the Quenes majestie, forbyddynge all other men to prynt or cause to be printed, this, or any other Testament in Englyshe",Printer,,,William,Tyndale,,"The newe Testament of our Sauiour Jesu Christ. Faythfully translated out of the Greke, and perused by the commaundement of the Kynges majestie and his honourable counsell, and by them aucthorised. With the notes & expositions of the darke places therein",New Testament,Religion | Bible,1561,2,"To the most puisant and myghtye prynce Edwarde the fyrst, by the grace of God kynge of Englande, Fraunce, and Irelande, defender of the fayth, and of the Churche of Englande, and also of Irelande, in earth the supreme head: your graces most humble and obedient subject Rycharde Jugge, wysheth all grace and peace from God, with longe raygne, honour, health, and prosperitie | The table",Dedication | Table of Contents,King Edward VI,Male,Yes: frontispiece,2872,,Jugge also acts as editor,New York Public Library,EEBO
William,Seres,Male,London: By wyllyam Seres at the signe of the Hedghogge,Printer,,Thomas Hoby,Thomas,Hoby,Conte Baldassarre Castiglione,"The courtyer of Count Baldessar Castilio divided into foure bookes. Very necessary and profitable for yonge gentilmen and gentilwomen abiding in court, palaice or place, done into English by Thomas Hoby",,Courtesy | Etiquette,1561,5,"The printer to the reader, greetyng | The contents of this book",To the Reader | Table of Contents,,,No,4778,"Thomas Sackville in commendation of the worke to the reader | To the right honorable the Lord Henry Hastinges, sonne and heire apparant to the noble Erle of Huntyngton (Thomas Hoby) | Unto the reverent and honorable Lorde Mychaell de Sylva Bisshop of viseo",,The Huntington Library,EEBO
Rowland,Hall,Male,"Printed at London: By Rouland Hall, dwellynge in Gutter Lane, at the sygne of the halfe Egle and the Keye, 1562.",Printer,,,William,Ward,Jean Calvin,"Thre notable sermones, made by the godly and famous clerke Maister Iohn Caluyn, on thre seuerall Sondayes in Maye, the yere 1561 vpon Psalm. 46. Teaching vs constantly to cleaue vnto Gods truth in time of aduersitie and trouble, and neuer to shrinke for any rage of the wicked, but to suffer all thynges in fayth and hope in Iesus Christ. Englished by William Warde",Sermons,Devotional | Sermons,1562,1,The printer to the reader,To the Reader,,,No,4458,,,Folger Shakespeare Library,EEBO
James,Rowbotham,Male,"Printed at London: By Roulande Hall, for Iames Rowbothum, and are to be sold at hys shoppe under Bowe churche in Cheape syde, 1562.",Bookseller | Translator,Rowland Hall,,Damiano,da Odenara,James Rowbothum,"The pleasaunt and wittie playe of the cheasts renewed with instructions both to learne it easely, and to play it well. Lately translated out of Italian into French: and now set furth in Englishe by Iames Rowbothum.",Chess,Prose | Games,1562,3,"To the right honorable, the Lorde Robert Dudeley Maister of the Queenes horse, and knight of the noble order of the garter, James Rowbothum wisheth long lyfe with encrease of godly honour (James Rowbothum) | To the Reader",Dedication,,,Yes,6214,Liber ad Lectorem,"Although the title page claims that Rowbothum is the translator, in the dedication he states he ""found it translated"" (*iiiv)",The Huntington Library,EEBO
James,Rowbotham,Male,"London: by James Rowbothum and are to be solde at his shop in Chepesyde, under Bowe churche",Bookseller,,William Warde,Richard,Roussat,William Fulke,"The most excellent, profitable, and pleasant booke of the famous doctour and expert astrologien Arcandain or Aleandrin to fynd the fatal desteny, constellation; complexion, and naturall inclination of euery man and childe by his byrth: with an addition of phisiognomie very delectable to reade",Arcandam de veritatibus et praedictionibus astrologiae,Astrology,1562,1,"To the ryght honorable and vertuous lord the Earle of Shrowesbury, knyght of the moste noble order of the Garter James Rowbothum wysheth longe lyfe, with the encrease of godly honour",Dedication,"George Talbot, 6th Earl of Shrewsbury",Male,No,724,,,Cambridge University Library,EEBO
Lucas,Harrison,Male,"Imprynted at London: In Paules Churchyard, at the signe of the Crane, by Lucas Harrison",Bookseller | Printer,,,Arthur,Brooke,,"The agreemente of sondry places of scripture seeming in shew to iarre, seruing in stead of commentaryes, not onely for these, but others lyke, translated out of French, and nowe fyrst publyshed by Arthure Broke. Seene and allowed, accordyng to the ordre appoynted in the Queenes Maiestyes iniunctions.",,Religion | Bible,1563,2,The Prynter to the Reader,To the Reader | Absent Author,,,No,3811,The Epistle to the Reader,,British Library,EEBO
James,Rowbothum,Male,"Printed at London: by Rouland Hall, for James Roubothum",Bookseller,Rowland Hall,,W.F.,,William Fulke | Ralph Lever,"The most ancient and learned playe, called the philosophers game, inuented for the honest recreation of students, and other sober persons, in passing the tediousnes of tyme, to the release of their labours, and the exercise of their wittes. Set forth with such playne precepts, rules, and tables, that all men with ease may understande it, and most men with pleasure practise it. / By W.F.",,Prose | Games,1563,2,"To the right honorable, the Lord Robert Dudley, maister of the Queenes Majesties horse, Knight of the most honorable order of the Garter, and one of the Queenes majesties provie counsell, James Roubothum heartye wisheth longe life, with encrease of godly honour and eternal felicitie",Dedication | Verse,Robert Dudley,,Yes,15542,To the Reader,"Epistle to the Reader ends: ""All things  belonging to this game for reason you may bye [sic]: at the booke shop uder Bochurch in Chepesyde redilye"" | Incomplete: last page includes catcword ""A table"" | 15542a (British Library) is a more complete copy",Folger Shakespeare Library,EEBO
James,Rowbotham,Male,"London: by Rouland Hall, for James Roubothum",Bookseller,,W. F.,Ralph,Lever,William Fulke,"The most ancient and learned playe, called the philosophers game, inuented for the honest recreation of students, and other sober persons, in passing the tediousnes of tyme, to the release of their labours, and the exercise of their wittes. Set forth with such playne precepts, rules, and tables, that all men with ease may understande it, and most men with pleasure practise it. / By W.F.","Most noble, auncient, and learned playe | Most ancient and learned play",Games,1563,2,"To the right honourable, the lord Robert Dudley, maister of the Queenes Majesties horse, knight of the most honorable order of the Garter, and one of the Queenes majesties privie counsell, James Roubotham heartelye wisheth longelife, with encrease of goldy honour and eternall felicitie (James Roubothum)",Dedication,Robert Dudley,Male,Yes,15542,To the reader,Variant 15542a also contains same paratexts,Folger Shakespeare Library,EEBO
